1417, 0, 3, 44, 34, 0
1417, 1, 0, 44, 44, 0
1417, 0, 0, 44, 45, 0
1417, 9, 0, 44, 46, 0
1417, 0, 3, 44, 49, 0
1417, 0, 1, 44, 52, 0
1417, 9, 2, 44, 60, 0
1417, 1, 2, 44, 61, 0
1417, 0, 1, 45, 15, 0
1417, 0, 3, 45, 34, 0
1417, 0, 1, 45, 46, 0
1417, 0, 3, 45, 49, 0
1417, 0, 1, 45, 52, 0
1417, 0, 3, 45, 61, 0
1417, 0, 1, 46, 15, 0
1417, 0, 3, 46, 34, 0
1417, 0, 1, 46, 46, 0
1417, 9, 2, 46, 49, 0
1417, 0, 2, 46, 51, 0
1417, 9, 1, 46, 52, 0
1417, 0, 3, 46, 61, 0
1417, 0, 1, 47, 15, 0
1417, 9, 3, 47, 33, 0
1417, 1, 3, 47, 34, 0
1417, 1, 0, 47, 46, 0
1417, 9, 0, 47, 47, 0
1417, 0, 3, 47, 61, 0
1417, 1, 0, 48, 15, 0
1417, 9, 0, 48, 16, 0
1417, 0, 3, 48, 33, 0
1417, 0, 1, 48, 47, 0
1417, 9, 3, 48, 49, 0
1417, 0, 0, 48, 51, 0
1417, 0, 0, 48, 52, 0
1417, 9, 0, 48, 53, 0
1417, 0, 3, 48, 61, 0
1417, 0, 1, 49, 16, 0
1417, 9, 3, 49, 32, 0
1417, 1, 3, 49, 33, 0
1417, 1, 0, 49, 47, 0
1417, 0, 0, 49, 48, 0
1417, 1, 3, 49, 49, 0
1417, 1, 0, 49, 53, 0
1417, 0, 0, 49, 54, 0
1417, 9, 0, 49, 55, 0
1417, 9, 2, 49, 61, 0
1417, 1, 2, 49, 62, 0
1417, 0, 1, 50, 16, 0
1417, 0, 3, 50, 32, 0
1417, 0, 1, 50, 55, 0
1417, 9, 2, 50, 62, 0
1417, 0, 2, 50, 63, 0
1417, 0, 1, 51, 16, 0
1417, 0, 3, 51, 32, 0
1417, 1, 0, 51, 55, 0
1417, 9, 0, 51, 56, 0
1417, 0, 1, 52, 16, 0
1417, 0, 3, 52, 32, 0
1417, 1, 0, 52, 56, 0
1417, 0, 0, 52, 57, 0
1417, 0, 0, 52, 58, 0
1417, 9, 0, 52, 59, 0
1417, 0, 1, 53, 16, 0
1417, 0, 3, 53, 32, 0
1417, 1, 0, 53, 59, 0
1417, 0, 0, 53, 60, 0
1417, 0, 0, 53, 61, 0
1417, 0, 0, 53, 62, 0
1417, 0, 0, 53, 63, 0
1417, 0, 1, 54, 16, 0
1417, 9, 3, 54, 31, 0
1417, 1, 3, 54, 32, 0
1417, 0, 1, 55, 16, 0
1417, 9, 3, 55, 29, 0
1417, 0, 0, 55, 30, 0
1417, 1, 3, 55, 31, 0
1417, 0, 1, 56, 16, 0
1417, 9, 3, 56, 23, 0
1417, 0, 0, 56, 24, 0
1417, 0, 0, 56, 25, 0
1417, 0, 0, 56, 26, 0
1417, 0, 0, 56, 27, 0
1417, 0, 0, 56, 28, 0
1417, 1, 3, 56, 29, 0
1417, 1, 0, 57, 16, 0
1417, 9, 0, 57, 17, 0
1417, 9, 3, 57, 18, 0
1417, 0, 0, 57, 19, 0
1417, 9, 0, 57, 20, 0
1417, 9, 3, 57, 22, 0
1417, 1, 3, 57, 23, 0
1417, 1, 0, 58, 17, 0
1417, 1, 3, 58, 18, 0
1417, 1, 0, 58, 20, 0
1417, 0, 0, 58, 21, 0
1417, 1, 3, 58, 22, 0
1434, 10, 3, 0, 0, 0
1434, 10, 3, 0, 1, 0
1434, 10, 3, 0, 2, 0
1434, 10, 3, 0, 3, 0
1434, 10, 3, 0, 4, 0
1434, 10, 3, 0, 5, 0
1434, 10, 3, 0, 6, 0
1434, 10, 3, 0, 7, 0
1434, 10, 3, 0, 8, 0
1434, 10, 3, 0, 9, 0
1434, 10, 3, 0, 10, 0
1434, 10, 3, 0, 11, 0
1434, 10, 3, 0, 12, 0
1434, 10, 3, 0, 13, 0
1434, 10, 3, 0, 14, 0
1434, 10, 3, 0, 15, 0
1434, 10, 3, 0, 16, 0
1434, 10, 3, 0, 17, 0
1434, 10, 3, 0, 18, 0
1434, 10, 3, 0, 19, 0
1434, 10, 3, 0, 20, 0
1434, 10, 3, 0, 21, 0
1434, 10, 3, 0, 22, 0
1434, 10, 3, 0, 23, 0
1434, 10, 3, 0, 24, 0
1434, 10, 3, 0, 25, 0
1434, 10, 3, 0, 26, 0
1434, 10, 3, 0, 27, 0
1434, 10, 3, 0, 28, 0
1434, 10, 3, 0, 29, 0
1434, 10, 3, 0, 30, 0
1434, 10, 3, 0, 31, 0
1434, 10, 3, 0, 32, 0
1434, 10, 3, 0, 33, 0
1434, 10, 3, 0, 34, 0
1434, 10, 3, 0, 35, 0
1434, 10, 3, 0, 36, 0
1434, 10, 3, 0, 37, 0
1434, 10, 3, 0, 38, 0
1434, 10, 3, 0, 39, 0
1434, 10, 3, 0, 40, 0
1434, 10, 3, 0, 41, 0
1434, 10, 3, 0, 42, 0
1434, 10, 3, 0, 43, 0
1434, 10, 3, 0, 44, 0
1434, 10, 3, 0, 45, 0
1434, 10, 3, 0, 46, 0
1434, 10, 3, 0, 47, 0
1434, 10, 3, 0, 48, 0
1434, 10, 3, 0, 49, 0
1434, 10, 3, 0, 50, 0
1434, 10, 3, 0, 51, 0
1434, 10, 3, 0, 52, 0
1434, 10, 3, 0, 53, 0
1434, 10, 3, 0, 54, 0
1434, 10, 3, 0, 55, 0
1434, 10, 3, 0, 56, 0
1434, 10, 3, 0, 57, 0
1434, 10, 3, 0, 58, 0
1434, 10, 3, 0, 59, 0
1434, 10, 3, 0, 60, 0
1434, 10, 3, 0, 61, 0
1434, 10, 3, 0, 62, 0
1434, 10, 3, 0, 63, 0
1434, 10, 3, 1, 0, 0
1434, 10, 3, 1, 1, 0
1434, 10, 3, 1, 2, 0
1434, 10, 3, 1, 3, 0
1434, 10, 3, 1, 4, 0
1434, 10, 3, 1, 5, 0
1434, 10, 3, 1, 6, 0
1434, 10, 3, 1, 7, 0
1434, 10, 3, 1, 8, 0
1434, 10, 3, 1, 9, 0
1434, 10, 3, 1, 10, 0
1434, 10, 3, 1, 11, 0
1434, 10, 3, 1, 12, 0
1434, 10, 3, 1, 13, 0
1434, 10, 3, 1, 14, 0
1434, 10, 3, 1, 15, 0
1434, 10, 3, 1, 16, 0
1434, 10, 3, 1, 17, 0
1434, 10, 3, 1, 18, 0
1434, 10, 3, 1, 19, 0
1434, 10, 3, 1, 20, 0
1434, 10, 3, 1, 21, 0
1434, 10, 3, 1, 22, 0
1434, 10, 3, 1, 23, 0
1434, 10, 3, 1, 24, 0
1434, 10, 3, 1, 25, 0
1434, 10, 3, 1, 26, 0
1434, 10, 3, 1, 27, 0
1434, 10, 3, 1, 28, 0
1434, 10, 3, 1, 29, 0
1434, 10, 3, 1, 30, 0
1434, 10, 3, 1, 31, 0
1434, 10, 3, 1, 32, 0
1434, 10, 3, 1, 33, 0
1434, 10, 3, 1, 34, 0
1434, 10, 3, 1, 35, 0
1434, 10, 3, 1, 36, 0
1434, 10, 3, 1, 37, 0
1434, 10, 3, 1, 38, 0
1434, 10, 3, 1, 39, 0
1434, 10, 3, 1, 40, 0
1434, 10, 3, 1, 41, 0
1434, 10, 3, 1, 42, 0
1434, 10, 3, 1, 43, 0
1434, 10, 3, 1, 44, 0
1434, 10, 3, 1, 45, 0
1434, 10, 3, 1, 46, 0
1434, 10, 3, 1, 47, 0
1434, 10, 3, 1, 48, 0
1434, 10, 3, 1, 49, 0
1434, 10, 3, 1, 50, 0
1434, 10, 3, 1, 51, 0
1434, 10, 3, 1, 52, 0
1434, 10, 3, 1, 53, 0
1434, 10, 3, 1, 54, 0
1434, 10, 3, 1, 55, 0
1434, 10, 3, 1, 56, 0
1434, 10, 3, 1, 57, 0
1434, 10, 3, 1, 58, 0
1434, 10, 3, 1, 59, 0
1434, 10, 3, 1, 60, 0
1434, 10, 3, 1, 61, 0
1434, 10, 3, 1, 62, 0
1434, 10, 3, 1, 63, 0
1434, 10, 3, 2, 0, 0
1434, 10, 3, 2, 1, 0
1434, 10, 3, 2, 2, 0
1434, 10, 3, 2, 3, 0
1434, 10, 3, 2, 4, 0
1434, 10, 3, 2, 5, 0
1434, 10, 3, 2, 6, 0
1434, 10, 3, 2, 7, 0
1434, 10, 3, 2, 8, 0
1434, 10, 3, 2, 9, 0
1434, 10, 3, 2, 10, 0
1434, 10, 3, 2, 11, 0
1434, 10, 3, 2, 12, 0
1434, 10, 3, 2, 13, 0
1434, 10, 3, 2, 14, 0
1434, 10, 3, 2, 15, 0
1434, 10, 3, 2, 16, 0
1434, 10, 3, 2, 17, 0
1434, 10, 3, 2, 18, 0
1434, 10, 3, 2, 19, 0
1434, 10, 3, 2, 20, 0
1434, 10, 3, 2, 21, 0
1434, 10, 3, 2, 22, 0
1434, 10, 3, 2, 23, 0
1434, 10, 3, 2, 24, 0
1434, 10, 3, 2, 25, 0
1434, 10, 3, 2, 26, 0
1434, 10, 3, 2, 27, 0
1434, 10, 3, 2, 28, 0
1434, 10, 3, 2, 29, 0
1434, 10, 3, 2, 30, 0
1434, 10, 3, 2, 31, 0
1434, 10, 3, 2, 32, 0
1434, 10, 3, 2, 33, 0
1434, 10, 3, 2, 34, 0
1434, 10, 3, 2, 35, 0
1434, 10, 3, 2, 36, 0
1434, 10, 3, 2, 37, 0
1434, 10, 3, 2, 38, 0
1434, 10, 3, 2, 39, 0
1434, 10, 3, 2, 40, 0
1434, 10, 3, 2, 41, 0
1434, 10, 3, 2, 42, 0
1434, 10, 3, 2, 43, 0
1434, 10, 3, 2, 44, 0
1434, 10, 3, 2, 45, 0
1434, 10, 3, 2, 46, 0
1434, 10, 3, 2, 47, 0
1434, 10, 3, 2, 48, 0
1434, 10, 3, 2, 49, 0
1434, 10, 3, 2, 50, 0
1434, 10, 3, 2, 51, 0
1434, 10, 3, 2, 52, 0
1434, 10, 3, 2, 53, 0
1434, 10, 3, 2, 54, 0
1434, 10, 3, 2, 55, 0
1434, 10, 3, 2, 56, 0
1434, 10, 3, 2, 57, 0
1434, 10, 3, 2, 58, 0
1434, 10, 3, 2, 59, 0
1434, 10, 3, 2, 60, 0
1434, 10, 3, 2, 61, 0
1434, 10, 3, 2, 62, 0
1434, 10, 3, 2, 63, 0
1434, 10, 3, 3, 0, 0
1434, 10, 3, 3, 1, 0
1434, 10, 3, 3, 2, 0
1434, 10, 3, 3, 3, 0
1434, 10, 3, 3, 4, 0
1434, 10, 3, 3, 5, 0
1434, 10, 3, 3, 6, 0
1434, 10, 3, 3, 7, 0
1434, 10, 3, 3, 8, 0
1434, 10, 3, 3, 9, 0
1434, 10, 3, 3, 10, 0
1434, 10, 3, 3, 11, 0
1434, 10, 3, 3, 12, 0
1434, 10, 3, 3, 13, 0
1434, 10, 3, 3, 14, 0
1434, 10, 3, 3, 15, 0
1434, 10, 3, 3, 16, 0
1434, 10, 3, 3, 17, 0
1434, 10, 3, 3, 18, 0
1434, 10, 3, 3, 19, 0
1434, 10, 3, 3, 20, 0
1434, 10, 3, 3, 21, 0
1434, 10, 3, 3, 22, 0
1434, 10, 3, 3, 23, 0
1434, 10, 3, 3, 24, 0
1434, 10, 3, 3, 25, 0
1434, 10, 3, 3, 26, 0
1434, 10, 3, 3, 27, 0
1434, 10, 3, 3, 28, 0
1434, 10, 3, 3, 29, 0
1434, 10, 3, 3, 30, 0
1434, 10, 3, 3, 31, 0
1434, 10, 3, 3, 32, 0
1434, 10, 3, 3, 33, 0
1434, 10, 3, 3, 34, 0
1434, 10, 3, 3, 35, 0
1434, 10, 3, 3, 36, 0
1434, 10, 3, 3, 37, 0
1434, 10, 3, 3, 38, 0
1434, 10, 3, 3, 39, 0
1434, 10, 3, 3, 40, 0
1434, 10, 3, 3, 41, 0
1434, 10, 3, 3, 42, 0
1434, 10, 3, 3, 43, 0
1434, 10, 3, 3, 44, 0
1434, 10, 3, 3, 45, 0
1434, 10, 3, 3, 46, 0
1434, 10, 3, 3, 47, 0
1434, 10, 3, 3, 48, 0
1434, 10, 3, 3, 49, 0
1434, 10, 3, 3, 50, 0
1434, 10, 3, 3, 51, 0
1434, 10, 3, 3, 52, 0
1434, 10, 3, 3, 53, 0
1434, 10, 3, 3, 54, 0
1434, 10, 3, 3, 55, 0
1434, 10, 3, 3, 56, 0
1434, 10, 3, 3, 57, 0
1434, 10, 3, 3, 58, 0
1434, 10, 3, 3, 59, 0
1434, 10, 3, 3, 60, 0
1434, 10, 3, 3, 61, 0
1434, 10, 3, 3, 62, 0
1434, 10, 3, 3, 63, 0
1434, 10, 3, 4, 0, 0
1434, 10, 3, 4, 1, 0
1434, 10, 3, 4, 2, 0
1434, 10, 3, 4, 3, 0
1434, 10, 3, 4, 4, 0
1434, 10, 3, 4, 5, 0
1434, 10, 3, 4, 6, 0
1434, 10, 3, 4, 7, 0
1434, 10, 3, 4, 8, 0
1434, 10, 3, 4, 9, 0
1434, 10, 3, 4, 10, 0
1434, 10, 3, 4, 11, 0
1434, 10, 3, 4, 12, 0
1434, 10, 3, 4, 13, 0
1434, 10, 3, 4, 14, 0
1434, 10, 3, 4, 15, 0
1434, 10, 3, 4, 16, 0
1434, 10, 3, 4, 17, 0
1434, 10, 3, 4, 18, 0
1434, 10, 3, 4, 19, 0
1434, 10, 3, 4, 20, 0
1434, 10, 3, 4, 21, 0
1434, 10, 3, 4, 22, 0
1434, 10, 3, 4, 23, 0
1434, 10, 3, 4, 24, 0
1434, 10, 3, 4, 25, 0
1434, 10, 3, 4, 26, 0
1434, 10, 3, 4, 27, 0
1434, 10, 3, 4, 28, 0
1434, 10, 3, 4, 29, 0
1434, 10, 3, 4, 30, 0
1434, 10, 3, 4, 31, 0
1434, 10, 3, 4, 32, 0
1434, 10, 3, 4, 33, 0
1434, 10, 3, 4, 34, 0
1434, 10, 3, 4, 35, 0
1434, 10, 3, 4, 36, 0
1434, 10, 3, 4, 37, 0
1434, 10, 3, 4, 38, 0
1434, 10, 3, 4, 39, 0
1434, 10, 3, 4, 40, 0
1434, 10, 3, 4, 41, 0
1434, 10, 3, 4, 42, 0
1434, 10, 3, 4, 43, 0
1434, 10, 3, 4, 44, 0
1434, 10, 3, 4, 45, 0
1434, 10, 3, 4, 46, 0
1434, 10, 3, 4, 47, 0
1434, 10, 3, 4, 48, 0
1434, 10, 3, 4, 49, 0
1434, 10, 3, 4, 50, 0
1434, 10, 3, 4, 51, 0
1434, 10, 3, 4, 52, 0
1434, 10, 3, 4, 53, 0
1434, 10, 3, 4, 54, 0
1434, 10, 3, 4, 55, 0
1434, 10, 3, 4, 56, 0
1434, 10, 3, 4, 57, 0
1434, 10, 3, 4, 58, 0
1434, 10, 3, 4, 59, 0
1434, 10, 3, 4, 60, 0
1434, 10, 3, 4, 61, 0
1434, 10, 3, 4, 62, 0
1434, 10, 3, 4, 63, 0
1434, 10, 3, 5, 0, 0
1434, 10, 3, 5, 1, 0
1434, 10, 3, 5, 2, 0
1434, 10, 3, 5, 3, 0
1434, 10, 3, 5, 4, 0
1434, 10, 3, 5, 5, 0
1434, 10, 3, 5, 6, 0
1434, 10, 3, 5, 7, 0
1434, 10, 3, 5, 8, 0
1434, 10, 3, 5, 9, 0
1434, 10, 3, 5, 10, 0
1434, 10, 3, 5, 11, 0
1434, 10, 3, 5, 12, 0
1434, 10, 3, 5, 13, 0
1434, 10, 3, 5, 14, 0
1434, 10, 3, 5, 15, 0
1434, 10, 3, 5, 16, 0
1434, 10, 3, 5, 17, 0
1434, 10, 3, 5, 18, 0
1434, 10, 3, 5, 19, 0
1434, 10, 3, 5, 20, 0
1434, 10, 3, 5, 21, 0
1434, 10, 3, 5, 22, 0
1434, 10, 3, 5, 23, 0
1434, 10, 3, 5, 24, 0
1434, 10, 3, 5, 25, 0
1434, 10, 3, 5, 26, 0
1434, 10, 3, 5, 27, 0
1434, 10, 3, 5, 28, 0
1434, 10, 3, 5, 29, 0
1434, 10, 3, 5, 30, 0
1434, 10, 3, 5, 31, 0
1434, 10, 3, 5, 32, 0
1434, 10, 3, 5, 33, 0
1434, 10, 3, 5, 34, 0
1434, 10, 3, 5, 35, 0
1434, 10, 3, 5, 36, 0
1434, 10, 3, 5, 37, 0
1434, 10, 3, 5, 38, 0
1434, 10, 3, 5, 39, 0
1434, 10, 3, 5, 40, 0
1434, 10, 3, 5, 41, 0
1434, 10, 3, 5, 42, 0
1434, 10, 3, 5, 43, 0
1434, 10, 3, 5, 44, 0
1434, 10, 3, 5, 45, 0
1434, 10, 3, 5, 46, 0
1434, 10, 3, 5, 47, 0
1434, 10, 3, 5, 48, 0
1434, 10, 3, 5, 49, 0
1434, 10, 3, 5, 50, 0
1434, 10, 3, 5, 51, 0
1434, 10, 3, 5, 52, 0
1434, 10, 3, 5, 53, 0
1434, 10, 3, 5, 54, 0
1434, 10, 3, 5, 55, 0
1434, 10, 3, 5, 56, 0
1434, 10, 3, 5, 57, 0
1434, 10, 3, 5, 58, 0
1434, 10, 3, 5, 59, 0
1434, 10, 3, 5, 60, 0
1434, 10, 3, 5, 61, 0
1434, 10, 3, 5, 62, 0
1434, 10, 3, 5, 63, 0
1434, 10, 3, 6, 0, 0
1434, 10, 3, 6, 1, 0
1434, 10, 3, 6, 2, 0
1434, 10, 3, 6, 3, 0
1434, 10, 3, 6, 4, 0
1434, 10, 3, 6, 5, 0
1434, 10, 3, 6, 6, 0
1434, 10, 3, 6, 7, 0
1434, 10, 3, 6, 8, 0
1434, 10, 3, 6, 9, 0
1434, 10, 3, 6, 10, 0
1434, 10, 3, 6, 11, 0
1434, 10, 3, 6, 12, 0
1434, 10, 3, 6, 13, 0
1434, 10, 3, 6, 14, 0
1434, 10, 3, 6, 15, 0
1434, 10, 3, 6, 16, 0
1434, 10, 3, 6, 17, 0
1434, 10, 3, 6, 18, 0
1434, 10, 3, 6, 19, 0
1434, 10, 3, 6, 20, 0
1434, 10, 3, 6, 21, 0
1434, 10, 3, 6, 22, 0
1434, 10, 3, 6, 23, 0
1434, 10, 3, 6, 24, 0
1434, 10, 3, 6, 25, 0
1434, 10, 3, 6, 26, 0
1434, 10, 3, 6, 27, 0
1434, 10, 3, 6, 28, 0
1434, 10, 3, 6, 29, 0
1434, 10, 3, 6, 30, 0
1434, 10, 3, 6, 31, 0
1434, 10, 3, 6, 32, 0
1434, 10, 3, 6, 33, 0
1434, 10, 3, 6, 34, 0
1434, 10, 3, 6, 35, 0
1434, 10, 3, 6, 36, 0
1434, 10, 3, 6, 37, 0
1434, 10, 3, 6, 38, 0
1434, 10, 3, 6, 39, 0
1434, 10, 3, 6, 40, 0
1434, 10, 3, 6, 41, 0
1434, 10, 3, 6, 42, 0
1434, 10, 3, 6, 43, 0
1434, 10, 3, 6, 44, 0
1434, 10, 3, 6, 45, 0
1434, 10, 3, 6, 46, 0
1434, 10, 3, 6, 47, 0
1434, 10, 3, 6, 48, 0
1434, 10, 3, 6, 49, 0
1434, 10, 3, 6, 50, 0
1434, 10, 3, 6, 51, 0
1434, 10, 3, 6, 52, 0
1434, 10, 3, 6, 53, 0
1434, 10, 3, 6, 54, 0
1434, 10, 3, 6, 55, 0
1434, 10, 3, 6, 60, 0
1434, 10, 3, 6, 61, 0
1434, 10, 3, 6, 62, 0
1434, 10, 3, 6, 63, 0
1434, 10, 3, 7, 0, 0
1434, 10, 3, 7, 1, 0
1434, 10, 3, 7, 2, 0
1434, 10, 3, 7, 3, 0
1434, 10, 3, 7, 4, 0
1434, 10, 3, 7, 5, 0
1434, 10, 3, 7, 6, 0
1434, 10, 3, 7, 7, 0
1434, 10, 3, 7, 8, 0
1434, 10, 3, 7, 9, 0
1434, 10, 3, 7, 10, 0
1434, 10, 3, 7, 11, 0
1434, 10, 3, 7, 12, 0
1434, 10, 3, 7, 13, 0
1434, 10, 3, 7, 14, 0
1434, 10, 3, 7, 15, 0
1434, 10, 3, 7, 16, 0
1434, 10, 3, 7, 17, 0
1434, 10, 3, 7, 18, 0
1434, 10, 3, 7, 19, 0
1434, 10, 3, 7, 20, 0
1434, 10, 3, 7, 21, 0
1434, 10, 3, 7, 22, 0
1434, 10, 3, 7, 23, 0
1434, 10, 3, 7, 24, 0
1434, 10, 3, 7, 25, 0
1434, 10, 3, 7, 26, 0
1434, 10, 3, 7, 27, 0
1434, 10, 3, 7, 28, 0
1434, 10, 3, 7, 29, 0
1434, 10, 3, 7, 30, 0
1434, 10, 3, 7, 31, 0
1434, 10, 3, 7, 32, 0
1434, 10, 3, 7, 33, 0
1434, 10, 3, 7, 34, 0
1434, 10, 3, 7, 35, 0
1434, 10, 3, 7, 36, 0
1434, 10, 3, 7, 37, 0
1434, 10, 3, 7, 38, 0
1434, 10, 3, 7, 39, 0
1434, 10, 3, 7, 40, 0
1434, 10, 3, 7, 41, 0
1434, 10, 3, 7, 42, 0
1434, 10, 3, 7, 43, 0
1434, 10, 3, 7, 44, 0
1434, 10, 3, 7, 45, 0
1434, 10, 3, 7, 46, 0
1434, 10, 3, 7, 47, 0
1434, 10, 3, 7, 48, 0
1434, 10, 3, 7, 49, 0
1434, 10, 3, 7, 50, 0
1434, 10, 3, 7, 54, 0
1434, 10, 3, 7, 61, 0
1434, 10, 3, 7, 62, 0
1434, 10, 3, 7, 63, 0
1434, 10, 3, 8, 0, 0
1434, 10, 3, 8, 1, 0
1434, 10, 3, 8, 2, 0
1434, 10, 3, 8, 3, 0
1434, 10, 3, 8, 4, 0
1434, 10, 3, 8, 5, 0
1434, 10, 3, 8, 6, 0
1434, 10, 3, 8, 7, 0
1434, 10, 3, 8, 8, 0
1434, 10, 3, 8, 9, 0
1434, 10, 3, 8, 10, 0
1434, 10, 3, 8, 11, 0
1434, 10, 3, 8, 12, 0
1434, 10, 3, 8, 13, 0
1434, 10, 3, 8, 14, 0
1434, 10, 3, 8, 15, 0
1434, 10, 3, 8, 16, 0
1434, 10, 3, 8, 17, 0
1434, 10, 3, 8, 18, 0
1434, 10, 3, 8, 19, 0
1434, 10, 3, 8, 20, 0
1434, 10, 3, 8, 21, 0
1434, 10, 3, 8, 22, 0
1434, 10, 3, 8, 23, 0
1434, 10, 3, 8, 24, 0
1434, 10, 3, 8, 25, 0
1434, 10, 3, 8, 26, 0
1434, 10, 3, 8, 27, 0
1434, 10, 3, 8, 28, 0
1434, 10, 3, 8, 29, 0
1434, 10, 3, 8, 30, 0
1434, 10, 3, 8, 31, 0
1434, 10, 3, 8, 32, 0
1434, 10, 3, 8, 33, 0
1434, 10, 3, 8, 34, 0
1434, 10, 3, 8, 35, 0
1434, 10, 3, 8, 36, 0
1434, 10, 3, 8, 37, 0
1434, 10, 3, 8, 38, 0
1434, 10, 3, 8, 39, 0
1434, 10, 3, 8, 40, 0
1434, 10, 3, 8, 41, 0
1434, 10, 3, 8, 42, 0
1434, 10, 3, 8, 43, 0
1434, 10, 3, 8, 44, 0
1434, 10, 3, 8, 45, 0
1434, 10, 3, 8, 46, 0
1434, 10, 3, 8, 47, 0
1434, 10, 3, 8, 48, 0
1434, 10, 3, 8, 49, 0
1434, 10, 3, 8, 61, 0
1434, 10, 3, 8, 62, 0
1434, 10, 3, 8, 63, 0
1434, 10, 3, 9, 0, 0
1434, 10, 3, 9, 1, 0
1434, 10, 3, 9, 2, 0
1434, 10, 3, 9, 3, 0
1434, 10, 3, 9, 4, 0
1434, 10, 3, 9, 5, 0
1434, 10, 3, 9, 6, 0
1434, 10, 3, 9, 7, 0
1434, 10, 3, 9, 8, 0
1434, 10, 3, 9, 9, 0
1434, 10, 3, 9, 10, 0
1434, 10, 3, 9, 11, 0
1434, 10, 3, 9, 12, 0
1434, 10, 3, 9, 13, 0
1434, 10, 3, 9, 14, 0
1434, 10, 3, 9, 15, 0
1434, 10, 3, 9, 16, 0
1434, 10, 3, 9, 17, 0
1434, 10, 3, 9, 18, 0
1434, 10, 3, 9, 19, 0
1434, 10, 3, 9, 20, 0
1434, 10, 3, 9, 21, 0
1434, 10, 3, 9, 22, 0
1434, 10, 3, 9, 23, 0
1434, 10, 3, 9, 24, 0
1434, 10, 3, 9, 25, 0
1434, 10, 3, 9, 26, 0
1434, 10, 3, 9, 27, 0
1434, 10, 3, 9, 28, 0
1434, 10, 3, 9, 29, 0
1434, 10, 3, 9, 30, 0
1434, 10, 3, 9, 31, 0
1434, 10, 3, 9, 32, 0
1434, 10, 3, 9, 33, 0
1434, 10, 3, 9, 34, 0
1434, 10, 3, 9, 35, 0
1434, 10, 3, 9, 36, 0
1434, 10, 3, 9, 37, 0
1434, 10, 3, 9, 38, 0
1434, 10, 3, 9, 39, 0
1434, 10, 3, 9, 40, 0
1434, 10, 3, 9, 41, 0
1434, 10, 3, 9, 42, 0
1434, 10, 3, 9, 43, 0
1434, 10, 3, 9, 44, 0
1434, 10, 3, 9, 45, 0
1434, 10, 3, 9, 46, 0
1434, 10, 3, 9, 47, 0
1434, 10, 3, 9, 48, 0
1434, 10, 3, 9, 49, 0
1434, 10, 3, 9, 61, 0
1434, 10, 3, 9, 62, 0
1434, 10, 3, 9, 63, 0
1434, 10, 3, 10, 0, 0
1434, 10, 3, 10, 1, 0
1434, 10, 3, 10, 2, 0
1434, 10, 3, 10, 3, 0
1434, 10, 3, 10, 4, 0
1434, 10, 3, 10, 5, 0
1434, 10, 3, 10, 6, 0
1434, 10, 3, 10, 7, 0
1434, 10, 3, 10, 8, 0
1434, 10, 3, 10, 9, 0
1434, 10, 3, 10, 10, 0
1434, 10, 3, 10, 11, 0
1434, 10, 3, 10, 12, 0
1434, 10, 3, 10, 13, 0
1434, 10, 3, 10, 14, 0
1434, 10, 3, 10, 15, 0
1434, 10, 3, 10, 16, 0
1434, 10, 3, 10, 17, 0
1434, 10, 3, 10, 18, 0
1434, 10, 3, 10, 19, 0
1434, 10, 3, 10, 20, 0
1434, 10, 3, 10, 21, 0
1434, 10, 3, 10, 22, 0
1434, 10, 3, 10, 23, 0
1434, 10, 3, 10, 24, 0
1434, 10, 3, 10, 25, 0
1434, 10, 3, 10, 26, 0
1434, 10, 3, 10, 27, 0
1434, 10, 3, 10, 28, 0
1434, 10, 3, 10, 29, 0
1434, 10, 3, 10, 30, 0
1434, 10, 3, 10, 31, 0
1434, 10, 3, 10, 32, 0
1434, 10, 3, 10, 33, 0
1434, 10, 3, 10, 34, 0
1434, 10, 3, 10, 35, 0
1434, 10, 3, 10, 36, 0
1434, 10, 3, 10, 37, 0
1434, 10, 3, 10, 38, 0
1434, 10, 3, 10, 39, 0
1434, 10, 3, 10, 40, 0
1434, 10, 3, 10, 41, 0
1434, 10, 3, 10, 42, 0
1434, 10, 3, 10, 43, 0
1434, 10, 3, 10, 44, 0
1434, 10, 3, 10, 45, 0
1434, 10, 3, 10, 46, 0
1434, 10, 3, 10, 47, 0
1434, 10, 3, 10, 62, 0
1434, 10, 3, 10, 63, 0
1434, 10, 3, 11, 0, 0
1434, 10, 3, 11, 1, 0
1434, 10, 3, 11, 2, 0
1434, 10, 3, 11, 3, 0
1434, 10, 3, 11, 4, 0
1434, 10, 3, 11, 5, 0
1434, 10, 3, 11, 6, 0
1434, 10, 3, 11, 7, 0
1434, 10, 3, 11, 8, 0
1434, 10, 3, 11, 9, 0
1434, 10, 3, 11, 10, 0
1434, 10, 3, 11, 11, 0
1434, 10, 3, 11, 12, 0
1434, 10, 3, 11, 13, 0
1434, 10, 3, 11, 14, 0
1434, 10, 3, 11, 15, 0
1434, 10, 3, 11, 16, 0
1434, 10, 3, 11, 17, 0
1434, 10, 3, 11, 18, 0
1434, 10, 3, 11, 19, 0
1434, 10, 3, 11, 20, 0
1434, 10, 3, 11, 21, 0
1434, 10, 3, 11, 22, 0
1434, 10, 3, 11, 23, 0
1434, 10, 3, 11, 24, 0
1434, 10, 3, 11, 25, 0
